nodo,lat,lon,adyacentes
3744250387,-12.2366236,-76.9420893,"1710944558:37.42:-12.2364477:-76.9417957,3744250386:47.35:-12.2362541:-76.9423059,1675395394:95.02:-12.2370703:-76.9428347"
3744250390,-12.2301161,-76.9436768,"3744250391:51.32:-12.2297164:-76.943913,6804326433:60.19:-12.2298276:-76.9432081"
3744250391,-12.2297164,-76.943913,"3725402740:14.92:-12.2297864:-76.9440301,1710920312:157.11:-12.2284932:-76.9446366,6804326432:59.79:-12.2294359:-76.9434436"
3744250392,-12.2279367,-76.936158,"1273817397:46.59:-12.228296:-76.9359374,3744250393:51.63:-12.2276979:-76.9357506,4149786039:102.38:-12.2271424:-76.9366344"
3744250393,-12.2276979,-76.9357506,"1273788579:46.32:-12.2280588:-76.9355377,1273786989:55.57:-12.2272649:-76.936006,3744250392:51.63:-12.2279367:-76.936158"
3744254936,-12.2205423,-76.9493341,"4711675533:8.1:-12.2204804:-76.9493734,3757448191:15.83:-12.2206138:-76.9494601"
3746737678,-12.1953592,-76.9347548,3746745871:122.13:-12.1963054:-76.9341843
3746737680,-12.1939073,-76.9356178,"3746737682:87.23:-12.1946798:-76.9354843,3797225270:137.27:-12.1949762:-76.9349864"
3746737681,-12.1951124,-76.9352288,"3746737694:48.66:-12.1954886:-76.9350001,1405095645:150.18:-12.1958208:-76.9364051"
3746737682,-12.1946798,-76.9354843,3746737681:55.55:-12.1951124:-76.9352288
3746737687,-12.1923308,-76.936894,"1273878792:121.64:-12.1928933:-76.9378539,1727313200:123.94:-12.1933038:-76.9363378"
3746737689,-12.1964383,-76.9344328,"1727538163:142.58:-12.19714:-76.9355308,3746737695:111.43:-12.1972995:-76.9339085"
3746737690,-12.1983049,-76.9333009,"1727538183:116.85:-12.1988012:-76.9342486,3746737691:99.9:-12.1990816:-76.9328389"
3746737691,-12.1990816,-76.9328389,"1727538218:104.22:-12.1995622:-76.9336622,3746737692:230.65:-12.2008709:-76.9317654"
3746737692,-12.2008709,-76.9317654,"1727538231:78.68:-12.2012345:-76.9323865,4354680888:175.6:-12.2022288:-76.9309406"
3746737694,-12.1954886,-76.9350001,"3746737678:30.3:-12.1953592:-76.9347548,3746745870:46.99:-12.1958524:-76.9347802"
3746737695,-12.1972995,-76.9339085,"1273982612:131.08:-12.1978925:-76.9349509,3746737690:129.84:-12.1983049:-76.9333009"
3746745870,-12.1958524,-76.9347802,"3746745871:82.27:-12.1963054:-76.9341843,3746737689:75.3:-12.1964383:-76.9344328"
3746785552,-12.2208093,-76.9217586,"5438589278:41.61:-12.2211704:-76.9216581,4370536139:44.67:-12.2204217:-76.9218665,1754044369:165.82:-12.2215502:-76.9230828"
3748100473,-12.2112462,-76.9549354,"3748100474:155.94:-12.2105301:-76.9537017,4370478213:81.87:-12.2106084:-76.9553117"
3748100474,-12.2105301,-76.9537017,"1675043823:17.91:-12.2106694:-76.953619,4370478210:81.77:-12.2098947:-76.9540804,3748100473:155.94:-12.2112462:-76.9549354"
3748128953,-12.1979196,-76.9656808,"6289932921:11.51:-12.1980123:-76.9656337,6289932919:10.63:-12.1979902:-76.9657467,4332991856:197.28:-12.196174:-76.9653566"
3748373377,-12.1871987,-76.9485775,1674247906:82.05:-12.1878214:-76.9481725
3748373378,-12.1877059,-76.9488374,4204925691:20.93:-12.1878691:-76.9487414
3748373381,-12.1879287,-76.9492961,"4204925690:22.37:-12.1880878:-76.9491702,5721081780:46.82:-12.1875645:-76.9495122,5460585603:47.23:-12.1881368:-76.9496749"
3748373385,-12.2013373,-76.9450366,"10681881926:15.53:-12.2014575:-76.9449639,1404083924:98.87:-12.2008845:-76.9442537"
3748480434,-12.2183262,-76.9337504,"1666035162:212.84:-12.2199779:-76.9327607,1273757390:7.88:-12.2182903:-76.9336879"
3748480447,-12.2380073,-76.9168768,"1723340936:44.14:-12.2378041:-76.9165279,1723340942:40.67:-12.2381942:-76.9171985,5366324958:150.98:-12.2391791:-76.9161749"
3748480488,-12.239633,-76.9124531,3725402806:6.35:-12.2396856:-76.9124759
3748480495,-12.240021,-76.912292,"3756733881:37.06:-12.2397967:-76.9121408,3756733879:77.26:-12.2405311:-76.9118187"
3748480503,-12.2405086,-76.9134637,"5941767199:3.52:-12.2404924:-76.9134359,3748480507:44.36:-12.2408504:-76.9132532"
3748480505,-12.2412725,-76.9129932,"3748480507:54.78:-12.2408504:-76.9132532,3821095322:38.83:-12.2410831:-76.912693,3821095323:99.07:-12.2415683:-76.9123873"
3748480507,-12.2408504,-76.9132532,"3748480505:54.78:-12.2412725:-76.9129932,3821095321:38.28:-12.240674:-76.9129507,3748480503:44.36:-12.2405086:-76.9134637"
3748480510,-12.2407896,-76.9122282,"3756733879:52.98:-12.2405311:-76.9118187,3821095322:60.13:-12.2410831:-76.912693,3821095324:63.55:-12.2412687:-76.9119093,3821095321:103.87:-12.240674:-76.9129507"
3748480516,-12.2367179,-76.914668,"1572590197:37.45:-12.2370299:-76.9147977,3756738481:25.01:-12.2365102:-76.9145797,5366324954:29.45:-12.236854:-76.9149005"
3748480931,-12.2378063,-76.9141747,"1273821971:45.93:-12.2381912:-76.9143282,1572591417:46.05:-12.2374204:-76.9140208,3748480932:134.97:-12.2382402:-76.9130147,5463343272:83.28:-12.2375385:-76.9148904"
3748480932,-12.2382402,-76.9130147,"1754073388:47.02:-12.2386337:-76.9131732,1572590816:43.57:-12.2378756:-76.9128679,3748480931:134.97:-12.2378063:-76.9141747,6292516224:44.37:-12.2383828:-76.9126334"
3748480936,-12.2343549,-76.913242,"3748480937:81.79:-12.2346156:-76.9125382,2465762528:128.75:-12.2354339:-76.9136718,3759598375:40.4:-12.2340163:-76.9131071"
3748480937,-12.2346156,-76.9125382,"3748480939:46.96:-12.2347652:-76.9121341,3748480936:81.79:-12.2343549:-76.913242,1754073124:39.13:-12.2342845:-76.9124162"
3748480938,-12.2334336,-76.9116243,"3748480939:158.09:-12.2347652:-76.9121341,6841095464:59.93:-12.2336289:-76.9111103,1754073068:48.85:-12.2332736:-76.912043"
3748480939,-12.2347652,-76.9121341,"1754073173:58.43:-12.2349465:-76.9116294,3748480937:46.96:-12.2346156:-76.9125382,3748480938:158.09:-12.2334336:-76.9116243"
3748480940,-12.2334115,-76.9133694,"3748480941:130.45:-12.2338516:-76.9122566,1273788658:66.78:-12.2328544:-76.9131398,1754073087:51.99:-12.2338443:-76.9135503"
3748480941,-12.2338516,-76.9122566,"1754073124:51.17:-12.2342845:-76.9124162,1754073068:68.33:-12.2332736:-76.912043,3748480940:130.45:-12.2334115:-76.9133694"
3748678292,-12.2191933,-76.9671217,"4060113082:310.68:-12.2168726:-76.9687137,3717321696:84.92:-12.2196032:-76.967781,3717263219:17.53:-12.2191064:-76.9669871"
3748678299,-12.2202792,-76.9634915,4395575734:103.79:-12.2212007:-76.9633392
3748681528,-12.2138701,-76.9721676,"1757641867:122.55:-12.2141926:-76.9710893,5152897484:262.23:-12.2161996:-76.971796,3725402573:175.93:-12.2127355:-76.9726404"
3748686856,-12.2148481,-76.976154,"6157596447:45.08:-12.2144484:-76.9760848,4331466150:8.93:-12.2148629:-76.9760732,9251676340:205.69:-12.2166644:-76.9765086"
3748686862,-12.2043902,-76.971755,"3748686863:53.48:-12.204489:-76.9712734,4284437405:29.89:-12.2046558:-76.9717973,1663764999:135.27:-12.2031953:-76.9715216"
3748686863,-12.204489,-76.9712734,"7366538495:102.49:-12.2053972:-76.9714342,1663764974:54.43:-12.2040067:-76.971188,3748686866:54.12:-12.2045888:-76.970786,3748686862:53.48:-12.2043902:-76.971755"
3748686865,-12.2042432,-76.9699467,"1663764992:3.24:-12.2042487:-76.9699174,1663764990:49.2:-12.2041593:-76.9703912,3748686866:137.54:-12.2045888:-76.970786"
3748686866,-12.2045888,-76.970786,"3748686863:54.12:-12.204489:-76.9712734,3748686870:50.99:-12.2050395:-76.9708727,3748686865:137.54:-12.2042432:-76.9699467"
3748686867,-12.2063998,-76.9711345,"3748686875:52.48:-12.205936:-76.9710452,1663764975:51.19:-12.2063465:-76.9716023,1663764980:134.53:-12.2065397:-76.969905"
3748686870,-12.2050395,-76.9708727,"1663764970:52.58:-12.2055042:-76.9709621,3748686866:50.99:-12.2045888:-76.970786,3748686872:133.1:-12.2052795:-76.9696729"
3748686871,-12.2057598,-76.9672062,"1663764968:49.07:-12.2061916:-76.9672993,4416526032:35.49:-12.2054482:-76.9671357,3748686883:120.34:-12.2055561:-76.9682937"
3748686872,-12.2052795,-76.9696729,"1663764971:49.51:-12.2057177:-76.9697536,3748686883:153.02:-12.2055561:-76.9682937,3748686870:133.1:-12.2050395:-76.9708727,3748686884:191.79:-12.2052239:-76.9682286"
3748686873,-12.2062936,-76.9720668,"1663764975:50.82:-12.2063465:-76.9716023,3790348964:5.66:-12.2063445:-76.972068,3790348966:14.93:-12.2061594:-76.9720709"
3748686874,-12.2058527,-76.9715149,"1663764975:55.72:-12.2063465:-76.9716023,7366538495:51.4:-12.2053972:-76.9714342,3748686875:51.88:-12.205936:-76.9710452"
3748686875,-12.205936,-76.9710452,"3748686867:52.48:-12.2063998:-76.9711345,1663764970:48.86:-12.2055042:-76.9709621,3748686874:51.88:-12.2058527:-76.9715149,3748686876:133.85:-12.2061509:-76.9698334"
3748686876,-12.2061509,-76.9698334,"1663764980:43.93:-12.2065397:-76.969905,1663764971:48.94:-12.2057177:-76.9697536,3748686875:133.85:-12.205936:-76.9710452"
3748686877,-12.2058028,-76.9693155,"3748686879:51.46:-12.2058928:-76.968851,1663764971:48.54:-12.2057177:-76.9697536,3748686878:88.85:-12.2065931:-76.9694361"
3748686878,-12.2065931,-76.9694361,"1663764980:51.31:-12.2065397:-76.969905,3748686880:51.33:-12.2066465:-76.968967,3748686877:88.85:-12.2058028:-76.9693155"
3748686879,-12.2058928,-76.968851,"3748686881:52.44:-12.2059822:-76.9683772,3748686877:51.46:-12.2058028:-76.9693155,3748686880:84.75:-12.2066465:-76.968967"
3748686880,-12.2066465,-76.968967,"3748686878:51.33:-12.2065931:-76.9694361,3748686882:49.19:-12.2066977:-76.9685174,3748686879:84.75:-12.2058928:-76.968851"
3748686881,-12.2059822,-76.9683772,"4416526030:62.55:-12.2060919:-76.9678127,3748686879:52.44:-12.2058928:-76.968851,3748686882:81.01:-12.2066977:-76.9685174,3748686883:48.24:-12.2055561:-76.9682937"
3748686882,-12.2066977,-76.9685174,"3748686880:49.19:-12.2066465:-76.968967,4416526031:61.39:-12.2067616:-76.9679563,3748686881:81.01:-12.2059822:-76.9683772"
3748686883,-12.2055561,-76.9682937,"3748686872:153.02:-12.2052795:-76.9696729,3748686881:48.24:-12.2059822:-76.9683772,3748686884:37.61:-12.2052239:-76.9682286,3748686871:120.34:-12.2057598:-76.9672062"
3748686884,-12.2052239,-76.9682286,"3748686883:37.61:-12.2055561:-76.9682937,4416526032:121.37:-12.2054482:-76.9671357,3748686872:191.79:-12.2052795:-76.9696729"
3748686885,-12.2031841,-76.9689558,"3748686894:88.42:-12.2039669:-76.9690989,1273625728:30.34:-12.2031325:-76.9692299,11029674151:39.18:-12.2032507:-76.9686018"
3748686887,-12.2050917,-76.9670616,"4416526032:40.45:-12.2054482:-76.9671357,3748686899:35.84:-12.2047752:-76.966999,3748686891:91.99:-12.2049364:-76.967893"
3748686888,-12.203313,-76.9682713,"4416526028:38.0:-12.2036486:-76.9683374,11029674151:36.58:-12.2032507:-76.9686018,12096334432:75.85:-12.203442:-76.967586"
3748686889,-12.2048016,-76.9685647,"3748686893:40.77:-12.2044416:-76.9684937,7366569309:38.84:-12.2048719:-76.9682146,3748686892:113.32:-12.2043163:-76.9691629"
3748686891,-12.2049364,-76.967893,"3748686898:37.22:-12.2046082:-76.9678256,7366569309:35.68:-12.2048719:-76.9682146,3748686887:91.99:-12.2050917:-76.9670616"
3748686892,-12.2043163,-76.9691629,"3748686894:39.47:-12.2039669:-76.9690989,3748686893:74.05:-12.2044416:-76.9684937,3748686889:113.32:-12.2048016:-76.9685647"
3748686893,-12.2044416,-76.9684937,"3748686889:40.77:-12.2048016:-76.9685647,3748686895:39.66:-12.2040914:-76.9684247,3748686892:74.05:-12.2043163:-76.9691629"
3748686894,-12.2039669,-76.9690989,"3748686892:39.47:-12.2043163:-76.9691629,3748686885:88.42:-12.2031841:-76.9689558,11029674152:37.09:-12.2040288:-76.9687636"
3748686895,-12.2040914,-76.9684247,"3748686893:39.66:-12.2044416:-76.9684937,3748686896:16.58:-12.203945:-76.9683958,11029674152:37.48:-12.2040288:-76.9687636"
3748686896,-12.203945,-76.9683958,"3748686895:16.58:-12.2040914:-76.9684247,4416526028:33.56:-12.2036486:-76.9683374,7366569308:38.97:-12.2040116:-76.9680438"
3748686897,-12.2040737,-76.9677158,"3748686898:60.62:-12.2046082:-76.9678256,4416526029:31.59:-12.2037952:-76.9676585,7366569308:36.31:-12.2040116:-76.9680438"
3748686898,-12.2046082,-76.9678256,"3748686891:37.22:-12.2049364:-76.967893,3748686897:60.62:-12.2040737:-76.9677158,4810097518:41.75:-12.2046842:-76.9674494"
3748686899,-12.2047752,-76.966999,"3748686887:35.84:-12.2050917:-76.9670616,4810097518:49.99:-12.2046842:-76.9674494,4810097520:78.18:-12.204083:-76.9668728"
3748686923,-12.2004685,-76.9661214,"3748687634:51.11:-12.2005541:-76.9656594,5572388696:264.55:-12.1981339:-76.9656531,1273598482:124.65:-12.2015726:-76.9663197"
3748686924,-12.2013341,-76.9614494,"3748687639:37.09:-12.2016615:-76.9615148,3748687629:41.6:-12.2009669:-76.961376,3748687632:134.34:-12.201109:-76.9626638"
3748687625,-12.2003537,-76.963842,3748687628:16.67:-12.2005011:-76.9638701
3748687626,-12.2008725,-76.9639407,"3748687632:141.25:-12.201109:-76.9626638,3748687644:116.0:-12.2006782:-76.9649893,3748687637:40.27:-12.2012285:-76.9640085,3748687628:42.0:-12.2005011:-76.9638701"
3748687627,-12.2019392,-76.9641438,"3748687647:113.96:-12.2017541:-76.9651751,3748687633:142.18:-12.2021701:-76.9628571,3748687641:41.27:-12.2015743:-76.9640743"
3748687628,-12.2005011,-76.9638701,"3748687626:42.0:-12.2008725:-76.9639407,3748687625:16.67:-12.2003537:-76.963842,3748687631:140.94:-12.2007389:-76.9625963"
3748687629,-12.2009669,-76.961376,"3748687631:135.03:-12.2007389:-76.9625963,3748686924:41.6:-12.2013341:-76.9614494,4416525842:26.88:-12.2007296:-76.9613287"
3748687630,-12.200578,-76.962567,3748687631:18.17:-12.2007389:-76.9625963
3748687631,-12.2007389,-76.9625963,"3748687629:135.03:-12.2009669:-76.961376,3748687628:140.94:-12.2005011:-76.9638701,3748687632:41.8:-12.201109:-76.9626638,3748687630:18.17:-12.200578:-76.962567"
3748687632,-12.201109,-76.9626638,"3748687626:141.25:-12.2008725:-76.9639407,3748687638:38.65:-12.2014512:-76.9627261,3748687631:41.8:-12.2007389:-76.9625963,3748686924:134.34:-12.2013341:-76.9614494"
3748687633,-12.2021701,-76.9628571,"3748687627:142.18:-12.2019392:-76.9641438,5446209342:132.33:-12.202385:-76.9616595,3748687642:42.08:-12.2017975:-76.9627892"
3748687634,-12.2005541,-76.9656594,"3748687644:74.12:-12.2006782:-76.9649893,3748687636:42.44:-12.20093:-76.9657272,3748686923:51.11:-12.2004685:-76.9661214"
3748687635,-12.2016323,-76.9658538,"3748687647:75.0:-12.2017541:-76.9651751,3748687640:40.18:-12.2012764:-76.9657896,1273598482:51.07:-12.2015726:-76.9663197"
3748687636,-12.20093,-76.9657272,"3748687640:39.11:-12.2012764:-76.9657896,3748687634:42.44:-12.2005541:-76.9656594,3748687645:75.43:-12.2010487:-76.9650439"
3748687637,-12.2012285,-76.9640085,"3748687641:39.11:-12.2015743:-76.9640743,3748687626:40.27:-12.2008725:-76.9639407,3748687638:141.56:-12.2014512:-76.9627261,3748687645:114.29:-12.2010487:-76.9650439"
3748687638,-12.2014512,-76.9627261,"3748687642:39.11:-12.2017975:-76.9627892,3748687632:38.65:-12.201109:-76.9626638,3748687637:141.56:-12.2012285:-76.9640085,3748687639:133.71:-12.2016615:-76.9615148"
3748687639,-12.2016615,-76.9615148,"3748687643:39.12:-12.2020068:-76.9615839,3748686924:37.09:-12.2013341:-76.9614494,3748687638:133.71:-12.2014512:-76.9627261"
3748687640,-12.2012764,-76.9657896,"3748687635:40.18:-12.2016323:-76.9658538,3748687636:39.11:-12.20093:-76.9657272,3748687646:75.03:-12.2013944:-76.9651099"
3748687641,-12.2015743,-76.9640743,"3748687627:41.27:-12.2019392:-76.9641438,3748687637:39.11:-12.2012285:-76.9640085,3748687642:141.86:-12.2017975:-76.9627892,3748687646:114.32:-12.2013944:-76.9651099"
3748687642,-12.2017975,-76.9627892,"3748687633:42.08:-12.2021701:-76.9628571,3748687638:39.11:-12.2014512:-76.9627261,3748687643:133.05:-12.2020068:-76.9615839,3748687641:141.86:-12.2015743:-76.9640743"
3748687643,-12.2020068,-76.9615839,"3748687642:133.05:-12.2017975:-76.9627892,5446209342:42.85:-12.202385:-76.9616595,3748687639:39.12:-12.2016615:-76.9615148"
3748687644,-12.2006782,-76.9649893,"3748687626:116.0:-12.2008725:-76.9639407,3748687634:74.12:-12.2005541:-76.9656594,3748687645:41.62:-12.2010487:-76.9650439"
3748687645,-12.2010487,-76.9650439,"3748687637:114.29:-12.2012285:-76.9640085,3748687636:75.43:-12.20093:-76.9657272,3748687646:39.1:-12.2013944:-76.9651099,3748687644:41.62:-12.2006782:-76.9649893"
3748687646,-12.2013944,-76.9651099,"3748687641:114.32:-12.2015743:-76.9640743,3748687640:75.03:-12.2012764:-76.9657896,3748687647:40.62:-12.2017541:-76.9651751,3748687645:39.1:-12.2010487:-76.9650439"
3748687647,-12.2017541,-76.9651751,"3748687635:75.0:-12.2016323:-76.9658538,3748687627:113.96:-12.2019392:-76.9641438,3748687646:40.62:-12.2013944:-76.9651099"
3749285402,-12.2066886,-76.9374643,7566229496:4.57:-12.2067184:-76.9374933
3749285404,-12.2057247,-76.9358319,"11031553343:2.34:-12.2057064:-76.9358426,3952895384:49.75:-12.2059518:-76.9362263"
3749285407,-12.206189,-76.9366384,"1655022181:53.12:-12.2057749:-76.9368821,7566229497:93.95:-12.2066519:-76.9373464"
3749285408,-12.2069722,-76.9373069,"1572825679:57.54:-12.2074202:-76.937042,3749287675:9.16:-12.2069288:-76.9372361"
3749285409,-12.1942411,-76.9448496,"3749302094:9.4:-12.1941694:-76.9448954,1273964568:98.78:-12.1937878:-76.944068"
3749285410,-12.1965498,-76.9434591,"1405153398:10.48:-12.196598:-76.943542,3749287667:48.75:-12.1961722:-76.9436871"
3749285411,-12.1966223,-76.943413,"1657677656:97.93:-12.1961749:-76.9426369,3749285410:9.49:-12.1965498:-76.9434591"
3749285412,-12.1990585,-76.9419684,"3749287664:64.33:-12.1985575:-76.9422643,1405095644:10.15:-12.1991058:-76.9420483"
3749285413,-12.199403,-76.9417607,"3749285412:44.46:-12.1990585:-76.9419684,1655022170:100.42:-12.1989555:-76.9409581"
3749285414,-12.2018835,-76.9402778,"3749287626:7.51:-12.2018255:-76.9403132,1655022174:99.69:-12.201425:-76.9394896"
3749285415,-12.2042834,-76.9388322,"4152555495:8.03:-12.2042229:-76.9388726,1655022178:98.91:-12.2038316:-76.9380482"
3749285416,-12.2062196,-76.9376592,"1655022162:51.49:-12.2059856:-76.9372504,3749285418:99.64:-12.2054545:-76.9381364"
3749285418,-12.2054545,-76.9381364,"1655022214:51.97:-12.2052183:-76.9377238,1273503603:7.54:-12.2054887:-76.9381963,3749285419:99.38:-12.2046803:-76.9385932"
3749285419,-12.2046803,-76.9385932,"3749285415:51.21:-12.2042834:-76.9388322,1655022097:50.04:-12.2044579:-76.9381929"
3749285420,-12.2038342,-76.9391194,"3749285421:100.48:-12.2030539:-76.9395856,1273619024:50.81:-12.2036059:-76.9387144"
3749285421,-12.2030539,-76.9395856,"1572825674:7.78:-12.203089:-76.9396475,1655041974:50.61:-12.2028248:-76.9391832,3749287674:100.12:-12.2022751:-76.940048"
3749285422,-12.2004063,-76.9378924,"1405154404:7.11:-12.2004613:-76.937859,3749285423:107.1:-12.2009063:-76.9387347,5432486001:51.65:-12.2000077:-76.9381364"
3749285423,-12.2009063,-76.9387347,"1655022103:7.64:-12.2009658:-76.9386996,3749285424:51.11:-12.2011396:-76.9391399,1273539337:50.28:-12.2005144:-76.9389655"
3749285424,-12.2011396,-76.9391399,"1273865956:99.02:-12.2003689:-76.9395964,3749287625:48.81:-12.2013624:-76.9395268,1835606524:7.85:-12.2012006:-76.9391036"
3749287625,-12.2013624,-76.9395268,"5432485996:49.88:-12.2009746:-76.9397575,1655022174:8.05:-12.201425:-76.9394896,3749287626:99.78:-12.2018255:-76.9403132"
3749287626,-12.2018255,-76.9403132,"3749287627:7.76:-12.2018612:-76.9403746,3749287662:50.45:-12.2014236:-76.9405286"
3749287627,-12.2018612,-76.9403746,"3749287628:50.73:-12.2020935:-76.9407763,1405154417:7.51:-12.2019188:-76.9403386"
3749287628,-12.2020935,-76.9407763,"3749287629:98.72:-12.2025474:-76.9415569,5432485988:48.89:-12.2017122:-76.9410003,1572825695:7.45:-12.2021516:-76.9407421"
3749287629,-12.2025474,-76.9415569,"1572825651:7.36:-12.2026044:-76.9415224,5432485987:49.97:-12.2021608:-76.9417913,3749287630:100.16:-12.2030079:-76.9423489"
3749287630,-12.2030079,-76.9423489,"3749287631:50.94:-12.2032437:-76.9427508,5432485986:51.06:-12.2026101:-76.9425835"
3749287631,-12.2032437,-76.9427508,"3749287632:7.03:-12.2032744:-76.9428073,1273697474:100.3:-12.2024648:-76.9432163"
3749287632,-12.2032744,-76.9428073,"3749287633:99.06:-12.2037285:-76.9435915,1405154402:7.27:-12.2033308:-76.9427735"
3749287633,-12.2037285,-76.9435915,"1273609186:7.18:-12.2037841:-76.9435579,10681673564:10.66:-12.203646:-76.9436414,3749287634:50.57:-12.2039622:-76.9439907"
3749287634,-12.2039622,-76.9439907,"10681673565:8.35:-12.203897:-76.9440288,3749287635:51.46:-12.2042014:-76.944396,1273745768:7.14:-12.2040181:-76.9439583"
3749287635,-12.2042014,-76.944396,"1273634962:7.12:-12.2042566:-76.9443628,10681703083:7.09:-12.2041464:-76.944429,3749287636:98.51:-12.2046514:-76.9451768"
3749287636,-12.2046514,-76.9451768,"4149608140:8.95:-12.2046931:-76.9452472,4149608138:49.02:-12.2042713:-76.9454053"
3749287638,-12.2051482,-76.9460295,"3749287639:50.93:-12.2053823:-76.9464323,10681571932:8.4:-12.2050831:-76.9460688,1572825670:6.95:-12.205202:-76.945997"
3749287639,-12.2053823,-76.9464323,"1572825481:6.93:-12.205436:-76.9463999,10681571934:6.48:-12.2053321:-76.9464626,3749287640:49.13:-12.2056082:-76.9468208"
3749287640,-12.2056082,-76.9468208,"3749287641:100.27:-12.2060693:-76.9476137,1273483513:7.34:-12.205665:-76.9467864,10681571936:5.43:-12.2055662:-76.9468462"
3749287641,-12.2060693,-76.9476137,"3749287642:9.12:-12.2061132:-76.9476846,1572825575:50.85:-12.2056749:-76.9478505"
3749287642,-12.2061132,-76.9476846,"3749287643:98.99:-12.2065652:-76.9484693,4370478233:6.56:-12.2061642:-76.9476542"
3749287643,-12.2065652,-76.9484693,"3749287644:49.43:-12.2067889:-76.9488623,1657677845:51.15:-12.2061686:-76.9487078"
3749287644,-12.2067889,-76.9488623,"3749287645:50.95:-12.2070229:-76.9492654,5432485978:99.97:-12.2060123:-76.9493258,4370478230:7.33:-12.2068458:-76.9488283"
3749287645,-12.2070229,-76.9492654,"3749287646:101.56:-12.2074934:-76.9500663,1657677856:50.19:-12.2066335:-76.949499"
3749287646,-12.2074934,-76.9500663,"3749287647:48.72:-12.2077151:-76.950453,1655130924:6.76:-12.207546:-76.9500351,1657677875:51.01:-12.2070968:-76.9503021"
3749287647,-12.2077151,-76.950453,"4152129015:103.86:-12.2081841:-76.9512794,1657677884:51.5:-12.2073163:-76.9506939"
3749287648,-12.2082306,-76.9513614,"4152172830:36.08:-12.208397:-76.9516464,1405095663:307.62:-12.2058313:-76.9527646"
3749287649,-12.208437,-76.9517118,"1405158388:7.96:-12.2084993:-76.9516758,3749287650:102.28:-12.2089079:-76.9525202"
3749287650,-12.2089079,-76.9525202,"3749287651:50.04:-12.2091424:-76.9529132,1674283795:53.38:-12.2084937:-76.9527685"
3749287651,-12.2091424,-76.9529132,"1674283806:95.79:-12.2083971:-76.9533553,3749287652:49.35:-12.2093711:-76.9533024,1674283801:7.16:-12.209198:-76.95288"
3749287652,-12.2093711,-76.9533024,"3749287653:102.37:-12.209842:-76.9541118,1674283918:49.11:-12.2089879:-76.9535271"
3749287653,-12.209842,-76.9541118,"3749287654:99.65:-12.2102981:-76.9549011,4370478210:6.78:-12.2098947:-76.9540804,1674283922:50.63:-12.2094485:-76.9543461"
3749287654,-12.2102981,-76.9549011,"1674283941:51.8:-12.2098939:-76.9551381,3749287655:55.98:-12.2105579:-76.9553423"
3749287655,-12.2105579,-76.9553423,"3757448208:14.89:-12.2106289:-76.9554585,1674283841:101.47:-12.2097716:-76.9558161"
3749287656,-12.210814,-76.955777,"3749287657:49.16:-12.2110473:-76.9561612,1675067506:134.23:-12.2097725:-76.9564014,1675060797:6.24:-12.2108624:-76.9557479"
3749287657,-12.2110473,-76.9561612,"3749287658:104.9:-12.2115248:-76.9569936,1675067549:135.42:-12.2099974:-76.9567927"
3749287658,-12.2115248,-76.9569936,"1675060910:5.77:-12.2115695:-76.9569666,5145378899:52.37:-12.2111195:-76.957239,5192617367:117.83:-12.2120589:-76.95793"
3749287662,-12.2014236,-76.9405286,"10029825484:6.67:-12.2013929:-76.9404759,7093790641:99.96:-12.2006515:-76.9409997"
3749287663,-12.1998793,-76.9414666,"1655051421:50.09:-12.1996455:-76.9410727,3749285413:61.86:-12.199403:-76.9417607"
3749287664,-12.1985575,-76.9422643,"3749287665:99.33:-12.1977838:-76.9427212,5432474863:50.57:-12.1983265:-76.9418635"
3749287665,-12.1977838,-76.9427212,"3749287666:99.21:-12.1970133:-76.9431815,1273830005:49.48:-12.1975571:-76.9423295,5432474867:9.96:-12.1978247:-76.9428027"
3749287666,-12.1970133,-76.9431815,"3749285411:50.23:-12.1966223:-76.943413,1273659932:48.75:-12.1967888:-76.9427962"
3749287667,-12.1961722,-76.9436871,"3749287668:100.61:-12.1953952:-76.9441615,1273857786:49.04:-12.1959514:-76.9432965"
3749287668,-12.1953952,-76.9441615,"3749287673:98.61:-12.1946292:-76.9446186,1657677628:49.97:-12.1951666:-76.9437657,1657677637:8.81:-12.1954355:-76.9442313"
3749287669,-12.1930114,-76.9456085,"1657677574:7.32:-12.1930417:-76.9456683,3749287670:99.02:-12.1922479:-76.9460774,1657677569:52.17:-12.1927731:-76.945195"
3749287670,-12.1922479,-76.9460774,"1657677557:53.32:-12.1919994:-76.9456578,3749287671:55.55:-12.1918175:-76.9463368"
3749287671,-12.1918175,-76.9463368,"1273491358:101.74:-12.1913431:-76.9455364,4367139250:32.08:-12.19157:-76.9464885"
3749287672,-12.1937849,-76.9451334,"1273709634:51.02:-12.1935492:-76.9447307,3749287669:100.32:-12.1930114:-76.9456085"
3749287673,-12.1946292,-76.9446186,"3749285409:49.93:-12.1942411:-76.9448496,1657677598:49.89:-12.1944023:-76.9442226"
3749287674,-12.2022751,-76.940048,"3749285414:50.2:-12.2018835:-76.9402778,1655041947:49.43:-12.2020506:-76.9396555"
3749287675,-12.2069288,-76.9372361,7566229498:4.58:-12.2068956:-76.9372111
3749287676,-12.2073814,-76.9369755,"1273947418:50.08:-12.2071473:-76.9365818,3749287675:57.75:-12.2069288:-76.9372361"
