nodo,lat,lon,adyacentes
1405080834,-12.1941464,-76.9604239,"1405080820:53.27:-12.1945605:-76.9601774,1273836345:60.86:-12.1944256:-76.9609055"
1405080841,-12.1934968,-76.963231,"3980113105:30.22:-12.193455:-76.9629563,1674228148:60.31:-12.1929581:-76.9632959,1273835409:108.81:-12.1944686:-76.9631139"
1405093903,-12.2096417,-76.9595387,"5134101378:14.08:-12.2097511:-76.9594735,1405093915:505.13:-12.2119369:-76.9635497"
1405093905,-12.2080365,-76.956858,"5134101376:460.54:-12.2060355:-76.9531503,4226124419:30.13:-12.2077996:-76.9569925"
1405093915,-12.2119369,-76.9635497,"1405093921:12.99:-12.2120349:-76.9634846,10691682964:19.68:-12.2120282:-76.9637048,4548634927:750.16:-12.205313:-76.9622406"
1405093921,-12.2120349,-76.9634846,"1273456078:189.34:-12.2111821:-76.9619766,1405093915:12.99:-12.2119369:-76.9635497"
1405095635,-12.196621,-76.9378165,"1727313220:92.49:-12.1970523:-76.9385441,1273743178:235.55:-12.1947921:-76.9389101,4060113070:322.26:-12.1980665:-76.9402926"
1405095636,-12.2050906,-76.9515058,"5432485974:59.47:-12.2055483:-76.9512227,1657677819:101.36:-12.2046173:-76.9507087,1405095649:48.59:-12.2047082:-76.9517221"
1405095639,-12.204393,-76.9503207,"5432485976:110.84:-12.2052511:-76.9498017,1674117153:47.6:-12.2040245:-76.9505435,1405095668:51.07:-12.2041591:-76.9499163"
1405095644,-12.1991058,-76.9420483,"1405095650:44.41:-12.1994481:-76.9418377,1657677740:47.05:-12.199323:-76.9424198"
1405095645,-12.1958208,-76.9364051,"3797225274:117.34:-12.1963513:-76.9373384,4767940921:44.38:-12.1961646:-76.9361977,4367066192:238.2:-12.1941003:-76.9377066"
1405095647,-12.2012002,-76.9456682,"1572825448:48.05:-12.2015705:-76.9454405,1657677794:49.38:-12.2014276:-76.9460585,1657677770:98.25:-12.2004351:-76.9461204"
1405095649,-12.2047082,-76.9517221,"1674117157:61.59:-12.2042293:-76.9520068,1674117122:52.04:-12.2049469:-76.952134,1405095636:48.59:-12.2050906:-76.9515058"
1405095650,-12.1994481,-76.9418377,"3749285413:9.76:-12.199403:-76.9417607,1572825615:108.78:-12.2002926:-76.9413325"
1405095651,-12.2033211,-76.9493308,"1405095667:47.8:-12.2036958:-76.9491152,1674117139:100.58:-12.2037827:-76.9501267"
1405095660,-12.2004623,-76.9444015,"1273739504:93.68:-12.1997369:-76.9448398,1405095661:9.7:-12.2005068:-76.9444783"
1405095661,-12.2005068,-76.9444783,"1405095647:150.56:-12.2012002:-76.9456682,1404083924:48.58:-12.2008845:-76.9442537"
1405095663,-12.2058313,-76.9527646,"5134107769:10.27:-12.2057646:-76.9526992,5134107773:48.25:-12.2054552:-76.9529848"
1405095667,-12.2036958,-76.9491152,"1405150962:7.14:-12.2036631:-76.9490587,1657677817:60.04:-12.2041632:-76.9488386"
1405095668,-12.2041591,-76.9499163,"1273783568:59.94:-12.2046238:-76.9496368,1405095667:101.16:-12.2036958:-76.9491152"
1405095670,-12.1984546,-76.940179,"1663692230:8.97:-12.1985245:-76.9401378,1674210816:353.22:-12.1968356:-76.9374044"
1405095672,-12.2022534,-76.9466208,"4413622089:48.24:-12.2020325:-76.9462388,4367138884:47.67:-12.2018836:-76.9468427"
1405098359,-12.2125409,-76.9475438,"943248952:104.35:-12.2130049:-76.9483784,1273713482:55.24:-12.2121127:-76.9478015"
1405098701,-12.2255173,-76.9228613,"4334104679:43.38:-12.2258596:-76.9226698,3756750715:52.82:-12.2257571:-76.9232808"
1405098711,-12.2178993,-76.9274021,"1666014231:54.5:-12.2181524:-76.9278316,1405098713:46.82:-12.2182607:-76.927181"
1405098713,-12.2182607,-76.927181,"5413173063:17.34:-12.2181812:-76.9270437,1709508259:145.02:-12.2193903:-76.926514"
1405099251,-12.2236876,-76.9239697,"1709508379:49.53:-12.2240763:-76.9237471,1273500275:189.36:-12.2245471:-76.9254739"
1405099252,-12.2179929,-76.9267172,"1754044353:141.66:-12.2173329:-76.9256023,1405099253:47.58:-12.2176188:-76.9269297"
1405099253,-12.2176188,-76.9269297,"5413173062:16.81:-12.217695:-76.9270633,1712297492:64.12:-12.2171208:-76.9272272"
1405100266,-12.2330369,-76.9182322,10210376431:7.96:-12.2331077:-76.9182407
1405100282,-12.2328993,-76.9179708,"5413173072:933.13:-12.2256558:-76.9223046,1405100266:35.8:-12.2330369:-76.9182322"
1405100336,-12.2252782,-76.9223664,"5413173060:15.1:-12.2253458:-76.9224869,1754044414:52.26:-12.2248703:-76.9226049"
1405101099,-12.2406053,-76.9138723,"3428767609:13.43:-12.2407097:-76.9138101,1723341010:51.53:-12.2408387:-76.914282"
1405149117,-12.225897,-76.9411464,"3725402608:12.93:-12.2259557:-76.9412491,4059107832:54.59:-12.2263127:-76.9408792"
1405150948,-12.2163354,-76.9415257,"1405150952:6.59:-12.2163054:-76.9414734,1666708231:56.34:-12.2167736:-76.9412654"
1405150950,-12.1932938,-76.9552905,"1836159083:7.79:-12.1933287:-76.9553527,1674151619:47.99:-12.1929201:-76.9555114"
1405150951,-12.1960688,-76.9536504,"1657677638:102.24:-12.1955879:-76.9528486,1405150958:32.23:-12.195816:-76.9537955"
1405150952,-12.2163054,-76.9414734,"1405150963:33.58:-12.2160409:-76.9416225,1666682857:100.57:-12.2158374:-76.9406815"
1405150955,-12.2032946,-76.949285,"1405095651:5.78:-12.2033211:-76.9493308,1657677814:61.82:-12.2028079:-76.9495599"
1405150958,-12.195816,-76.9537955,"1404129779:6.07:-12.195844:-76.9538434,3756612343:10.54:-12.1957351:-76.9538461"
1405150959,-12.2160762,-76.9416853,"1405150948:33.64:-12.2163354:-76.9415257,1572825602:99.27:-12.2165316:-76.942471"
1405150961,-12.193391,-76.9553169,"1836159085:7.88:-12.1933549:-76.9552545,1674134083:51.95:-12.1937928:-76.955073"
1405150962,-12.2036631,-76.9490587,"1572825611:99.3:-12.2032084:-76.9482723,1405150955:47.79:-12.2032946:-76.949285"
1405150963,-12.2160409,-76.9416225,"1572825685:60.37:-12.2155727:-76.9419037,1405150959:7.87:-12.2160762:-76.9416853"
1405152377,-12.2235885,-76.9371751,"1666719846:99.77:-12.224047:-76.9379642,1405152379:47.95:-12.2239603:-76.9369516"
1405152379,-12.2239603,-76.9369516,"1405152383:7.51:-12.2239262:-76.9368919,1711900077:59.43:-12.2244181:-76.9366693"
1405152383,-12.2239262,-76.9368919,"1709508362:99.47:-12.2234697:-76.9361047,1405152392:48.0:-12.2235564:-76.9371197"
1405152392,-12.2235564,-76.9371197,"1666696264:62.95:-12.2230671:-76.937411,1405152377:7.0:-12.2235885:-76.9371751"
1405153095,-12.1942827,-76.9449213,"1657677620:97.97:-12.195041:-76.9444624,3749285409:9.06:-12.1942411:-76.9448496"
1405153097,-12.1984683,-76.9521792,"1657677705:99.55:-12.1980286:-76.9513813,3749302103:9.8:-12.1983936:-76.952227"
1405153098,-12.1985029,-76.9522394,"1405153097:7.59:-12.1984683:-76.9521792,4367117748:146.23:-12.1996383:-76.9515606"
1405153104,-12.2006453,-76.9559265,"4152555494:14.12:-12.2005807:-76.9558146,3749302108:9.59:-12.2005719:-76.9559728"
1405153321,-12.2008209,-76.9507672,"4519916254:7.33:-12.200855:-76.9508249,1273770501:52.56:-12.2004138:-76.951013"
1405153397,-12.1979732,-76.9459058,"4149605382:9.88:-12.1980186:-76.9459839,1404083926:99.68:-12.1972013:-76.9463722"
1405153398,-12.196598,-76.943542,"1657677676:48.98:-12.1968233:-76.9439292,1657677673:9.79:-12.196674:-76.9434966"
1405153399,-12.1951802,-76.9411048,"1657677639:99.46:-12.1956354:-76.9418926,1657677606:49.56:-12.1947958:-76.9413356,1657677630:9.51:-12.1952538:-76.9410603"
1405154400,-12.2033001,-76.9427171,"1273588913:50.98:-12.2030644:-76.9423148,3749287631:7.26:-12.2032437:-76.9427508"
1405154402,-12.2033308,-76.9427735,"1405154400:7.02:-12.2033001:-76.9427171,1572825635:52.86:-12.2037413:-76.9425282"
1405154404,-12.2004613,-76.937859,"3749285422:7.11:-12.2004063:-76.9378924,1655041944:53.44:-12.2008749:-76.9376085"
1405154406,-12.2061221,-76.947582,"1273483513:100.3:-12.205665:-76.9467864,3749287641:6.81:-12.2060693:-76.9476137"
1405154417,-12.2019188,-76.9403386,"3749285414:7.69:-12.2018835:-76.9402778,1572825630:100.84:-12.2027062:-76.9398782"
1405158388,-12.2084993,-76.9516758,"4152172833:8.6:-12.208459:-76.9516083,1675043831:98.87:-12.20927:-76.9512222"
1405158389,-12.2082944,-76.9513235,"4152129067:10.34:-12.2082478:-76.9512412,3749287648:8.2:-12.2082306:-76.9513614"
1405168738,-12.2055997,-76.9348221,"1273974622:51.08:-12.2059962:-76.9345847,943248221:622.07:-12.2103328:-76.931874"
1405168771,-12.2059401,-76.935499,"1405168738:82.73:-12.2055997:-76.9348221,4333999858:337.4:-12.2044176:-76.9328409"
1405181703,-12.2085675,-76.9461965,"1405181714:7.93:-12.2085311:-76.9461338,1273866284:51.99:-12.2089727:-76.9459579"
1405181714,-12.2085311,-76.9461338,"4149643662:98.57:-12.2080729:-76.9453574,4149643668:8.9:-12.2084618:-76.9461748"
1405181716,-12.2043216,-76.9388981,"3749285415:8.33:-12.2042834:-76.9388322,1572825429:50.11:-12.2047087:-76.938662"
1405181719,-12.2029,-76.9364174,"4149608149:9.65:-12.202823:-76.9364583,1655022116:48.16:-12.2032703:-76.9361876"
1405192249,-12.2089397,-76.9349845,"4149688959:9.84:-12.2088634:-76.9350303,1273595184:50.98:-12.2093352:-76.9347473,5433745926:52.91:-12.2086995:-76.9345642"
1405192251,-12.2160296,-76.9471717,"4152172839:13.31:-12.2159699:-76.9470655,1675341621:101.16:-12.2168147:-76.9467014"
1405192252,-12.2158221,-76.9468087,"4152129035:11.63:-12.2157681:-76.946717,4149688978:7.52:-12.2157632:-76.9468427"
1405192253,-12.2136762,-76.943132,"1405192257:8.74:-12.2136371:-76.9430622,1273606461:50.28:-12.2140669:-76.9428991"
1405192254,-12.2181374,-76.9507574,"1675354674:8.46:-12.2180717:-76.9507967,4149688987:51.85:-12.2179027:-76.9503451"
1405192255,-12.2084588,-76.9341641,"1404144017:50.51:-12.2088501:-76.9339281,4149688957:9.66:-12.2083839:-76.9342092,5433755202:98.65:-12.2080072:-76.9333828"
1405192257,-12.2136371,-76.9430622,"4149688971:98.66:-12.2131764:-76.9422864,4149688972:7.89:-12.2135749:-76.9430972"
1405202166,-12.2120937,-76.9342168,"3744208341:7.86:-12.2120574:-76.9341547,1663776820:57.08:-12.2125367:-76.9339515"
1405202178,-12.211823,-76.9343789,"1405202166:34.88:-12.2120937:-76.9342168,1404136229:100.84:-12.2122832:-76.9351784"
1405213105,-12.2145459,-76.9327658,"4149725484:9.47:-12.2145005:-76.9326921,4149749700:297.65:-12.2168499:-76.9313715"
1405213111,-12.226821,-76.9543497,"4284553385:99.79:-12.2261215:-76.9549249,1273619688:399.9:-12.2299432:-76.9525234,1273658599:182.98:-12.2282153:-76.9552405,1273843840:159.64:-12.2261267:-76.9530643"
1405213112,-12.2173153,-76.9375397,"4149729002:8.62:-12.2172487:-76.9375803,1666027301:47.15:-12.2171025:-76.9371644"
1405213113,-12.2187803,-76.9400591,"1273650713:7.9:-12.2187471:-76.9399948,4149749720:298.92:-12.2210962:-76.9386624"
1412475051,-12.2462427,-76.9253856,"1273481915:53.34:-12.2460052:-76.9249591,1273583082:55.44:-12.2458104:-76.9256398,1404065133:90.28:-12.2469467:-76.9249717"
1412475053,-12.2462343,-76.9236793,"6743343989:12.71:-12.2462922:-76.9237801,1273985917:130.61:-12.245218:-76.924282"
1412475055,-12.2457791,-76.9245547,"1273481915:50.63:-12.2460052:-76.9249591,1273764819:91.57:-12.2464922:-76.9241332,6467338714:13.98:-12.2457162:-76.9244433"
1425314564,-12.2411045,-76.9300329,"1835606556:47.61:-12.2408538:-76.9303881,1710982848:97.76:-12.2418199:-76.9305558"
1425314565,-12.2425557,-76.931101,"3261148061:12.27:-12.2426195:-76.9310089,1710982870:48.7:-12.2423023:-76.9314665,1425314572:49.66:-12.2429181:-76.9313681"
1425314568,-12.2404064,-76.9295011,"1710982733:48.69:-12.240149:-76.9298636,1425314564:96.77:-12.2411045:-76.9300329"
1425314570,-12.2360989,-76.9231473,"5438633960:175.34:-12.2374551:-76.922324,1710500142:12.07:-12.236043:-76.9230521"
1425314572,-12.2429181,-76.9313681,"1835606557:11.51:-12.2429882:-76.9312902,1710982869:122.65:-12.242263:-76.9322755"
1425314576,-12.235275,-76.9351208,"2465723184:30.53:-12.2350546:-76.9349532,1663070426:44.66:-12.2350377:-76.9354524,1710982511:55.31:-12.2355688:-76.9347101"
1425314577,-12.239772,-76.9288361,"6292741101:12.67:-12.2396812:-76.9287656,3524157225:15.84:-12.2396878:-76.9289537"
1425314579,-12.2433082,-76.9315839,"1710982876:129.16:-12.2426055:-76.9325303,1835606557:47.8:-12.2429882:-76.9312902,3760433273:18.69:-12.2434403:-76.9316903"
1572589310,-12.2291408,-76.9116495,"1273486172:48.02:-12.2295434:-76.9118093,11054416497:23.37:-12.2289453:-76.9115705,1752177885:90.85:-12.2294439:-76.9108732"
1572589355,-12.2346974,-76.9139924,"1273624630:111.32:-12.2352181:-76.9148673,5463343262:8.89:-12.2347653:-76.9139492,1572591241:47.12:-12.2343297:-76.9142079"
1572589363,-12.2349742,-76.9153015,"1572591166:47.74:-12.2353495:-76.9150881,1572591216:44.09:-12.2346276:-76.9154986,1572591354:117.61:-12.2355103:-76.9162344"
1572589443,-12.2336622,-76.9146044,"1572589945:43.24:-12.2339985:-76.9144046,1273678331:44.96:-12.2333125:-76.914812,1273584701:110.54:-12.2341647:-76.9154821"
1572589605,-12.235983,-76.9143692,"1572591073:9.94:-12.2360151:-76.9142838,4124488558:10.58:-12.2359227:-76.9144445,3756738481:62.93:-12.2365102:-76.9145797"
1572589744,-12.2354361,-76.9152336,"1572591166:18.51:-12.2353495:-76.9150881,1273833035:46.81:-12.2356551:-76.9156015,3756738481:138.97:-12.2365102:-76.9145797"
1572589784,-12.2334025,-76.9175249,"1572590822:121.5:-12.2328526:-76.9165587,10210376434:55.96:-12.2330146:-76.9178383"
1572589795,-12.2348393,-76.9150865,"1273624630:48.39:-12.2352181:-76.9148673,5438624988:43.0:-12.2345038:-76.9152833,1572591241:111.03:-12.2343297:-76.9142079"
1572589921,-12.2371066,-76.9125583,"7734635697:9.51:-12.2371366:-76.9124763,1273755040:46.77:-12.237498:-76.9127159,5463343273:44.44:-12.2367348:-76.9124082,1273963525:135.42:-12.2366661:-76.9137201"
1572589940,-12.2358937,-76.9160021,"1273833035:50.98:-12.2356551:-76.9156015,1572591354:49.55:-12.2355103:-76.9162344"
1572589945,-12.2339985,-76.9144046,"5438624988:110.79:-12.2345038:-76.9152833,1572591241:42.58:-12.2343297:-76.9142079,1572589443:43.24:-12.2336622:-76.9146044"
1572589983,-12.2293307,-76.9135786,"1273768054:91.72:-12.2296483:-76.9127997,1754049899:34.42:-12.2292115:-76.9138709,5067017603:39.03:-12.2296595:-76.9137043,1754049887:48.38:-12.2289232:-76.9134227"
1572590197,-12.2370299,-76.9147977,"5941775952:56.47:-12.2375114:-76.9149629,3748480516:37.45:-12.2367179:-76.914668,5366324954:22.52:-12.236854:-76.9149005,1572590998:13.95:-12.2371388:-76.914734"
1572590354,-12.233265,-76.9163077,"1273461229:45.0:-12.2336135:-76.9160971,6841095467:44.3:-12.2329226:-76.9165161,5079467282:120.36:-12.2338147:-76.9172618"
1572590574,-12.2320757,-76.9151625,"1754049921:166.23:-12.2306458:-76.9151738,1754049943:23.89:-12.2321453:-76.9149562,1273879971:147.98:-12.232726:-76.9163409"
1572590816,-12.2378756,-76.9128679,"1572591417:135.12:-12.2374204:-76.9140208,3748480932:43.57:-12.2382402:-76.9130147,1273755040:45.12:-12.237498:-76.9127159"
1572590822,-12.2328526,-76.9165587,"6841095467:9.06:-12.2329226:-76.9165161,3793007292:19.78:-12.2327617:-76.9164022,1572589784:121.5:-12.2334025:-76.9175249"
1572590998,-12.2371388,-76.914734,"5463343272:47.58:-12.2375385:-76.9148904,9228731681:69.19:-12.2365621:-76.914495,1572591417:83.59:-12.2374204:-76.9140208,1572590197:13.95:-12.2370299:-76.9147977"
1572591021,-12.2362885,-76.9135696,"1273963525:45.06:-12.2366661:-76.9137201,5366324955:85.56:-12.2365691:-76.9128365,2465762529:44.83:-12.2361414:-76.9139537"
1572591073,-12.2360151,-76.9142838,"5366324956:45.34:-12.2363978:-76.9144279,1572589605:9.94:-12.235983:-76.9143692,2465762529:38.52:-12.2361414:-76.9139537"
1572591166,-12.2353495,-76.9150881,"1273624630:28.09:-12.2352181:-76.9148673,1572589744:18.51:-12.2354361:-76.9152336,1572589363:47.74:-12.2349742:-76.9153015"
1572591216,-12.2346276,-76.9154986,"5438624988:27.15:-12.2345038:-76.9152833,1572589363:44.09:-12.2349742:-76.9153015,1572591436:118.81:-12.2351695:-76.9164409"
1572591241,-12.2343297,-76.9142079,"1572589355:47.12:-12.2346974:-76.9139924,1572589945:42.58:-12.2339985:-76.9144046,1572589795:111.03:-12.2348393:-76.9150865"
1572591354,-12.2355103,-76.9162344,"1572589363:117.61:-12.2349742:-76.9153015,1572591436:44.04:-12.2351695:-76.9164409"
1572591417,-12.2374204,-76.9140208,"1572590816:135.12:-12.2378756:-76.9128679,1572590998:83.59:-12.2371388:-76.914734,3748480931:46.05:-12.2378063:-76.9141747,1273723328:44.3:-12.2370492:-76.9138728"
1572591436,-12.2351695,-76.9164409,"1273703409:43.57:-12.2348324:-76.9166452,1572591216:118.81:-12.2346276:-76.9154986"
1572591444,-12.2280432,-76.9156995,"1754049851:116.3:-12.2284278:-76.9147043,5115330751:50.53:-12.2276439:-76.9154936"
1572591482,-12.2341692,-76.917047,"5079467282:45.81:-12.2338147:-76.9172618,1273461229:120.31:-12.2336135:-76.9160971"
1572825415,-12.2167642,-76.9428715,"5433789588:108.85:-12.21592:-76.9433786,1666708279:34.74:-12.2170319:-76.9427067,1572825471:49.66:-12.2169928:-76.943264"
1572825416,-12.2084774,-76.9451164,"5433696733:50.54:-12.2088694:-76.944881,4149643662:52.05:-12.2080729:-76.9453574,1572825707:48.77:-12.2087045:-76.9455003"
1572825418,-12.2140299,-76.9428322,"1405192257:50.32:-12.2136371:-76.9430622,10684046962:9.64:-12.2139858:-76.9427558"
1572825419,-12.2039446,-76.9401843,"1273739383:49.64:-12.2037169:-76.9397914,1572825528:51.35:-12.2041801:-76.9405907,1572825640:51.38:-12.2035472:-76.9404256"
1572825420,-12.2084809,-76.9352597,"4370503633:50.02:-12.2080928:-76.9354924,4149688959:49.3:-12.2088634:-76.9350303,1572825676:50.21:-12.2087108:-76.9356573"
1572825422,-12.2058576,-76.940621,"1572825609:99.17:-12.2066246:-76.9401553,1572825457:53.09:-12.2060965:-76.9410439,1273554506:48.05:-12.205637:-76.9402408"
1572825423,-12.2062616,-76.9377327,"1273701561:49.1:-12.2064873:-76.938121,3749285402:55.72:-12.2066886:-76.9374643"
1572825424,-12.2029705,-76.9478609,"5012912063:17.02:-12.2031024:-76.9477814,1572825459:48.45:-12.2027486:-76.9474772"
1572825425,-12.2162135,-76.9448042,"1273472458:51.11:-12.2159802:-76.944399,1273741225:49.87:-12.2158267:-76.9450364,1572825531:51.28:-12.2166112:-76.9445653"
1572825426,-12.2167561,-76.9439331,"1572825461:51.1:-12.2169893:-76.9443383,1572825535:49.33:-12.216531:-76.943542,1273472458:100.04:-12.2159802:-76.944399"
1572825427,-12.2099153,-76.9404061,"4065954121:104.88:-12.2091067:-76.940903,4370503617:49.53:-12.2096833:-76.940017,4370503615:51.03:-12.2101543:-76.9408069"
1572825429,-12.2047087,-76.938662,"1273503603:100.42:-12.2054887:-76.9381963,1273982807:50.36:-12.2049499:-76.9390542"
1572825430,-12.2039693,-76.942925,"1273732820:48.75:-12.2041921:-76.9433113,1572825635:50.03:-12.2037413:-76.9425282,1273731906:99.39:-12.2047409:-76.9424634"
1572825432,-12.2112866,-76.9363054,"1404136230:49.1:-12.2110608:-76.9359171,1572825720:50.22:-12.2115177:-76.9367024,1273683844:51.42:-12.2108867:-76.9365429,5433756074:51.0:-12.2116833:-76.9360698"
1572825434,-12.2145161,-76.9436812,"1273851456:50.06:-12.2149044:-76.9434481,5433789586:50.85:-12.2142844:-76.9432778,1572825686:48.2:-12.2141423:-76.9439057"
1572825435,-12.2085355,-76.9434621,"1572825717:101.47:-12.2093212:-76.9429872,5433696731:98.81:-12.2077704:-76.9439245,1572825497:49.19:-12.2087606:-76.9438517,4149688942:48.58:-12.2083027:-76.9430838"
1572825438,-12.206515,-76.9473405,"1405154406:50.97:-12.2061221:-76.947582,5432479564:50.07:-12.206289:-76.946942"
1572825440,-12.2005237,-76.9417238,"5432485990:46.98:-12.2007421:-76.9420938,5432485989:46.92:-12.2001584:-76.9419398,1572825615:49.69:-12.2002926:-76.9413325"
1572825444,-12.2021094,-76.9435082,"1273793677:6.86:-12.2020787:-76.9434534,1572825533:100.51:-12.2028875:-76.9430375,10684208557:8.75:-12.202149:-76.9435778"
1572825445,-12.2070174,-76.9345214,"1273652032:47.94:-12.2072368:-76.9349011,1572825724:99.28:-12.2077874:-76.9340589,1572825668:101.18:-12.2062327:-76.9349928,3792763310:49.76:-12.2067835:-76.9341311"
1572825447,-12.2156114,-76.9419738,"1273978043:50.15:-12.2158398:-76.9423717,1405150959:60.45:-12.2160762:-76.9416853"
1572825448,-12.2015705,-76.9454405,"9223325633:16.85:-12.2016906:-76.9453459,1405095647:48.05:-12.2012002:-76.9456682,3748373385:50.98:-12.2013373:-76.9450366"
1572825450,-12.2134282,-76.9400157,"1572825585:102.39:-12.2142247:-76.939543,10684172670:10.98:-12.2134785:-76.9401026"
1572825451,-12.2077101,-76.9357219,"5433745924:50.64:-12.2073172:-76.9359575,4370503633:49.33:-12.2080928:-76.9354924,1572825480:48.91:-12.2079337:-76.9361094"
1572825453,-12.2134682,-76.9365822,"1663776759:99.49:-12.2130109:-76.9357953,4234707459:36.28:-12.2131886:-76.9367543"
1572825456,-12.2114822,-76.9422268,"5433743802:49.19:-12.2118633:-76.9419969,5433743807:49.58:-12.2112541:-76.9418348,5433743805:49.14:-12.2111015:-76.9424565"
1572825457,-12.2060965,-76.9410439,"1572825422:53.09:-12.2058576:-76.940621,1273594792:50.58:-12.2057037:-76.9412786"
1572825458,-12.2102745,-76.9374462,"4149688963:101.46:-12.2107426:-76.9382476,1273985638:49.99:-12.2098864:-76.9376784"
1572825459,-12.2027486,-76.9474772,"5012912064:17.84:-12.2028868:-76.9473938,4149608136:99.66:-12.2022922:-76.946688,1657677803:48.05:-12.2023757:-76.9477006"
1572825460,-12.2116297,-76.9442709,"5433743800:49.88:-12.2113953:-76.9438796,3952895404:54.17:-12.211211:-76.9445257"
1572825461,-12.2169893,-76.9443383,"1572825426:51.1:-12.2167561:-76.9439331,1572825569:60.12:-12.2174556:-76.9440583,1572825531:48.75:-12.2166112:-76.9445653"
1572825469,-12.2089358,-76.9458915,"1572825707:49.69:-12.2087045:-76.9455003,1405181714:52.14:-12.2085311:-76.9461338"
1572825471,-12.2169928,-76.943264,"1572825535:59.58:-12.216531:-76.943542,1572825569:100.5:-12.2174556:-76.9440583"
1572825473,-12.2045599,-76.9403622,"1273717149:50.37:-12.2049506:-76.9401277,1572825528:48.99:-12.2041801:-76.9405907,5432479557:97.24:-12.2050062:-76.9411316,5432479555:101.52:-12.2040939:-76.939559"
1572825474,-12.2117076,-76.9453674,"9223403425:11.75:-12.2117987:-76.9453127,3952895409:98.9:-12.211248:-76.9445883"
1572825475,-12.2049624,-76.9428458,"1273731906:48.31:-12.2047409:-76.9424634,1273870005:50.02:-12.204575:-76.9430798,4370478254:49.68:-12.2053471:-76.9426133"
1572825477,-12.2120544,-76.9358494,"1572825637:49.42:-12.2122807:-76.9362408,5433756074:47.71:-12.2116833:-76.9360698,5433756076:59.04:-12.2125136:-76.9355767"
1572825480,-12.2079337,-76.9361094,"1572825451:48.91:-12.2077101:-76.9357219,1273947418:101.4:-12.2071473:-76.9365818,3749287677:49.23:-12.2081625:-76.9364972,1572825676:99.41:-12.2087108:-76.9356573"
1572825481,-12.205436,-76.9463999,"1572825670:50.94:-12.205202:-76.945997,3749287639:6.93:-12.2053823:-76.9464323,1273706271:103.42:-12.2062438:-76.9459282"
1572825483,-12.2040853,-76.942249,"1405154400:101.05:-12.2033001:-76.9427171,1572825673:51.52:-12.20385:-76.9418406"
1572825489,-12.2060189,-76.9400111,"1273455155:50.23:-12.2064083:-76.9397769,1273554506:49.26:-12.205637:-76.9402408,1273471550:50.05:-12.2057905:-76.9396143"
1572825490,-12.2001457,-76.9430131,"3749791293:60.4:-12.200613:-76.9427298,1657677747:46.16:-12.1997886:-76.9432296,1572825721:99.51:-12.1996826:-76.9422296"
1572825491,-12.2048991,-76.9418361,"4370478254:98.06:-12.2053471:-76.9426133,3749788957:100.3:-12.2056769:-76.9413688"
1572825492,-12.2097006,-76.9454306,"1273894562:9.06:-12.2097364:-76.9455055,1273921057:49.38:-12.2094752:-76.9450391,1572825469:98.7:-12.2089358:-76.9458915"
1572825494,-12.2160594,-76.9427545,"4370503678:47.71:-12.2156894:-76.9429767,1572825602:60.88:-12.2165316:-76.942471,1273978043:48.24:-12.2158398:-76.9423717"
1572825497,-12.2087606,-76.9438517,"5433696732:46.86:-12.2083972:-76.94407,1273974701:50.13:-12.2091493:-76.9436181,1572825435:49.19:-12.2085355:-76.9434621"
1572825500,-12.2092912,-76.9402544,"4370503617:50.66:-12.2096833:-76.940017,3952895396:53.62:-12.2088781:-76.940509,1273892690:48.76:-12.2090682:-76.9398681"
1572825502,-12.2166758,-76.9455851,"1572825689:48.27:-12.2164564:-76.9452018,5057286490:99.83:-12.2174505:-76.9451209,1273894422:99.93:-12.2159003:-76.9460497,4152129033:55.17:-12.2169266:-76.9460231"
1572825508,-12.2176872,-76.9444585,"1273875331:59.31:-12.2172279:-76.9447359,4152129036:102.77:-12.2181478:-76.9452784"
1572825513,-12.2080127,-76.9453906,"4149643668:98.78:-12.2084618:-76.9461748,1572825656:50.91:-12.2076103:-76.9456141"
1572825517,-12.2112294,-76.9390811,"1572825687:51.36:-12.2108319:-76.9393217,4149688966:51.51:-12.211467:-76.939488"
1572825519,-12.2150649,-76.945495,"5433789584:100.25:-12.2146051:-76.9447015,4149688977:8.55:-12.214998:-76.9455338,1273464172:48.0:-12.2154367:-76.9452706"
1572825528,-12.2041801,-76.9405907,"1572825419:51.35:-12.2039446:-76.9401843,4370478260:46.65:-12.2043941:-76.9409599,1572825473:48.99:-12.2045599:-76.9403622"
1572825529,-12.212176,-76.9461637,"9223403426:9.49:-12.2122496:-76.9461195,3952895413:50.81:-12.2119409:-76.9457628"
1572825531,-12.2166112,-76.9445653,"1572825681:50.82:-12.2168427:-76.9449685,1572825461:48.75:-12.2169893:-76.9443383,1572825425:51.28:-12.2162135:-76.9448042"
1572825533,-12.2028875,-76.9430375,"3749287632:49.77:-12.2032744:-76.9428073,9223403015:9.03:-12.2029277:-76.9431097"
1572825535,-12.216531,-76.943542,"1572825471:59.58:-12.2169928:-76.943264,4370503680:49.6:-12.2161466:-76.9437735,1572825426:49.33:-12.2167561:-76.9439331"
1572825537,-12.2033891,-76.9410469,"4370478263:49.1:-12.2031636:-76.9406585,4370478259:48.91:-12.2036137:-76.9414338,1273791172:49.02:-12.2030098:-76.9412767"
1572825539,-12.2152968,-76.9459022,"1572825519:51.22:-12.2150649:-76.945495,1572825654:49.78:-12.2156823:-76.9456694"
